|film_id|category_id|title                      |category   |rating|release_year|rental_rate|last_update|
|588    |3          |MODEL FISH                 |Children   |NC-17 |2006        |4.99       |2006-02-15 |
|589    |6          |MODERN DORADO              |Documentary|PG    |2006        |1.99       |2023-08-24 |
|590    |13         |MONEY HAROLD               |New        |PG    |2006        |1.99       |2023-08-24 |
|591    |10         |MONSOON CAUSE              |Games      |PG    |2006        |1.99       |2023-08-24 |
|592    |12         |MONSTER SPARTACUS          |Music      |PG    |2006        |1.99       |2023-08-24 |
|593    |11         |MONTEREY LABYRINTH         |Horror     |G     |2006        |0.99       |2006-02-15 |
|594    |1          |MONTEZUMA COMMAND          |Action     |NC-17 |2006        |0.99       |2006-02-15 |
|595    |9          |MOON BUNCH                 |Foreign    |PG    |2006        |1.99       |2023-08-24 |
|596    |10         |MOONSHINE CABIN            |Games      |PG-13 |2006        |4.99       |2006-02-15 |
|597    |10         |MOONWALKER FOOL            |Games      |G     |2006        |4.99       |2006-02-15 |
|598    |15         |MOSQUITO ARMAGEDDON        |Sports     |G     |2006        |0.99       |2006-02-15 |
|599    |15         |MOTHER OLEANDER            |Sports     |R     |2006        |0.99       |2006-02-15 |
|600    |11         |MOTIONS DETAILS            |Horror     |PG    |2006        |1.99       |2023-08-24 |
|601    |16         |MOULIN WAKE                |Travel     |PG-13 |2006        |0.99       |2006-02-15 |
|602    |14         |MOURNING PURPLE            |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|603    |8          |MOVIE SHAKESPEARE          |Family     |PG    |2006        |1.99       |2023-08-24 |
|604    |5          |MULAN MOON                 |Comedy     |G     |2006        |0.99       |2006-02-15 |
|605    |9          |MULHOLLAND BEAST           |Foreign    |PG    |2006        |1.99       |2023-08-24 |
|606    |15         |MUMMY CREATURES            |Sports     |NC-17 |2006        |0.99       |2006-02-15 |
|607    |9          |MUPPET MILE                |Foreign    |PG    |2006        |1.99       |2023-08-24 |
|608    |3          |MURDER ANTITRUST           |Children   |PG    |2006        |1.99       |2023-08-24 |
|609    |16         |MUSCLE BRIGHT              |Travel     |G     |2006        |2.99       |2006-02-15 |
|610    |8          |MUSIC BOONDOCK             |Family     |R     |2006        |0.99       |2006-02-15 |
|611    |4          |MUSKETEERS WAIT            |Classics   |PG    |2006        |1.99       |2023-08-24 |
|612    |15         |MUSSOLINI SPOILERS         |Sports     |G     |2006        |2.99       |2006-02-15 |
|613    |5          |MYSTIC TRUMAN              |Comedy     |NC-17 |2006        |0.99       |2006-02-15 |
|614    |10         |NAME DETECTIVE             |Games      |PG-13 |2006        |4.99       |2006-02-15 |
|615    |2          |NASH CHOCOLAT              |Animation  |PG-13 |2006        |2.99       |2006-02-15 |
|616    |6          |NATIONAL STORY             |Documentary|NC-17 |2006        |2.99       |2006-02-15 |
|617    |8          |NATURAL STOCK              |Family     |PG-13 |2006        |0.99       |2006-02-15 |
|618    |7          |NECKLACE OUTBREAK          |Drama      |PG    |2006        |1.99       |2023-08-24 |
|619    |15         |NEIGHBORS CHARADE          |Sports     |R     |2006        |0.99       |2006-02-15 |
|620    |14         |NEMO CAMPUS                |Sci-Fi     |NC-17 |2006        |2.99       |2006-02-15 |
|621    |8          |NETWORK PEAK               |Family     |PG-13 |2006        |2.99       |2006-02-15 |
|622    |6          |NEWSIES STORY              |Documentary|G     |2006        |0.99       |2006-02-15 |
|623    |9          |NEWTON LABYRINTH           |Foreign    |PG    |2006        |1.99       |2023-08-24 |
|624    |10         |NIGHTMARE CHILL            |Games      |PG    |2006        |1.99       |2023-08-24 |
|625    |14         |NONE SPIKING               |Sci-Fi     |NC-17 |2006        |0.99       |2006-02-15 |
|626    |3          |NOON PAPI                  |Children   |G     |2006        |2.99       |2006-02-15 |
|627    |6          |NORTH TEQUILA              |Documentary|NC-17 |2006        |4.99       |2006-02-15 |
|628    |15         |NORTHWEST POLISH           |Sports     |PG    |2006        |1.99       |2023-08-24 |
|629    |6          |NOTORIOUS REUNION          |Documentary|NC-17 |2006        |0.99       |2006-02-15 |
|630    |7          |NOTTING SPEAKEASY          |Drama      |PG-13 |2006        |0.99       |2006-02-15 |
|631    |15         |NOVOCAINE FLIGHT           |Sports     |G     |2006        |0.99       |2006-02-15 |
|632    |13         |NUTS TIES                  |New        |NC-17 |2006        |4.99       |2006-02-15 |
|633    |4          |OCTOBER SUBMARINE          |Classics   |PG-13 |2006        |4.99       |2006-02-15 |
|634    |8          |ODDS BOOGIE                |Family     |NC-17 |2006        |0.99       |2006-02-15 |
|635    |13         |OKLAHOMA JUMANJI           |New        |PG    |2006        |1.99       |2023-08-24 |
|636    |12         |OLEANDER CLUE              |Music      |PG    |2006        |1.99       |2023-08-24 |
|637    |14         |OPEN AFRICAN               |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|638    |5          |OPERATION OPERATION        |Comedy     |G     |2006        |2.99       |2006-02-15 |
|639    |8          |OPPOSITE NECKLACE          |Family     |PG    |2006        |1.99       |2023-08-24 |
|640    |9          |OPUS ICE                   |Foreign    |R     |2006        |4.99       |2006-02-15 |
|641    |9          |ORANGE GRAPES              |Foreign    |PG-13 |2006        |0.99       |2006-02-15 |
|642    |16         |ORDER BETRAYED             |Travel     |PG-13 |2006        |2.99       |2006-02-15 |
|643    |7          |ORIENT CLOSER              |Drama      |R     |2006        |2.99       |2006-02-15 |
|644    |2          |OSCAR GOLD                 |Animation  |PG    |2006        |1.99       |2023-08-24 |
|645    |16         |OTHERS SOUP                |Travel     |PG    |2006        |1.99       |2023-08-24 |
|646    |10         |OUTBREAK DIVINE            |Games      |NC-17 |2006        |0.99       |2006-02-15 |
|647    |12         |OUTFIELD MASSACRE          |Music      |NC-17 |2006        |0.99       |2006-02-15 |
|648    |16         |OUTLAW HANKY               |Travel     |PG-13 |2006        |4.99       |2006-02-15 |
|649    |2          |OZ LIAISONS                |Animation  |R     |2006        |2.99       |2006-02-15 |
|650    |6          |PACIFIC AMISTAD            |Documentary|G     |2006        |0.99       |2006-02-15 |
|651    |2          |PACKER MADIGAN             |Animation  |PG-13 |2006        |0.99       |2006-02-15 |
|652    |4          |PAJAMA JAWBREAKER          |Classics   |R     |2006        |0.99       |2006-02-15 |
|653    |11         |PANIC CLUB                 |Horror     |G     |2006        |4.99       |2006-02-15 |
|654    |10         |PANKY SUBMARINE            |Games      |G     |2006        |4.99       |2006-02-15 |
|655    |14         |PANTHER REDS               |Sci-Fi     |NC-17 |2006        |4.99       |2006-02-15 |
|656    |16         |PAPI NECKLACE              |Travel     |PG    |2006        |1.99       |2023-08-24 |
|657    |5          |PARADISE SABRINA           |Comedy     |PG-13 |2006        |2.99       |2006-02-15 |
|658    |11         |PARIS WEEKEND              |Horror     |PG-13 |2006        |2.99       |2006-02-15 |
|659    |1          |PARK CITIZEN               |Action     |PG-13 |2006        |4.99       |2006-02-15 |
|660    |5          |PARTY KNOCK                |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|661    |9          |PAST SUICIDES              |Foreign    |PG-13 |2006        |4.99       |2006-02-15 |
|662    |7          |PATHS CONTROL              |Drama      |PG    |2006        |1.99       |2023-08-24 |
|663    |4          |PATIENT SISTER             |Classics   |NC-17 |2006        |0.99       |2006-02-15 |
|664    |1          |PATRIOT ROMAN              |Action     |PG    |2006        |1.99       |2023-08-24 |
|665    |11         |PATTON INTERVIEW           |Horror     |PG    |2006        |1.99       |2023-08-24 |
|666    |7          |PAYCHECK WAIT              |Drama      |PG-13 |2006        |4.99       |2006-02-15 |
|667    |15         |PEACH INNOCENT             |Sports     |PG-13 |2006        |2.99       |2006-02-15 |
|668    |15         |PEAK FOREVER               |Sports     |PG    |2006        |1.99       |2023-08-24 |
|669    |9          |PEARL DESTINY              |Foreign    |NC-17 |2006        |2.99       |2006-02-15 |
|670    |6          |PELICAN COMFORTS           |Documentary|PG    |2006        |1.99       |2023-08-24 |
|671    |15         |PERDITION FARGO            |Sports     |NC-17 |2006        |4.99       |2006-02-15 |
|672    |5          |PERFECT GROOVE             |Comedy     |PG-13 |2006        |2.99       |2006-02-15 |
|673    |12         |PERSONAL LADYBUGS          |Music      |PG-13 |2006        |0.99       |2006-02-15 |
|674    |9          |PET HAUNTING               |Foreign    |PG    |2006        |1.99       |2023-08-24 |
|675    |13         |PHANTOM GLORY              |New        |NC-17 |2006        |2.99       |2006-02-15 |
|676    |15         |PHILADELPHIA WIFE          |Sports     |PG-13 |2006        |4.99       |2006-02-15 |
|677    |13         |PIANIST OUTFIELD           |New        |NC-17 |2006        |0.99       |2006-02-15 |
|678    |15         |PICKUP DRIVING             |Sports     |G     |2006        |2.99       |2006-02-15 |
|679    |8          |PILOT HOOSIERS             |Family     |PG    |2006        |1.99       |2023-08-24 |
|680    |5          |PINOCCHIO SIMON            |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|681    |15         |PIRATES ROXANNE            |Sports     |PG    |2006        |1.99       |2023-08-24 |
|682    |8          |PITTSBURGH HUNCHBACK       |Family     |PG-13 |2006        |4.99       |2006-02-15 |
|683    |7          |PITY BOUND                 |Drama      |NC-17 |2006        |4.99       |2006-02-15 |
|684    |10         |PIZZA JUMANJI              |Games      |NC-17 |2006        |2.99       |2006-02-15 |
|685    |13         |PLATOON INSTINCT           |New        |PG-13 |2006        |4.99       |2006-02-15 |
|686    |13         |PLUTO OLEANDER             |New        |R     |2006        |4.99       |2006-02-15 |
|687    |6          |POCUS PULP                 |Documentary|NC-17 |2006        |0.99       |2006-02-15 |
|688    |3          |POLISH BROOKLYN            |Children   |PG    |2006        |1.99       |2023-08-24 |
|689    |9          |POLLOCK DELIVERANCE        |Foreign    |PG    |2006        |1.99       |2023-08-24 |
|690    |2          |POND SEATTLE               |Animation  |PG-13 |2006        |2.99       |2006-02-15 |
|691    |15         |POSEIDON FOREVER           |Sports     |PG-13 |2006        |4.99       |2006-02-15 |
|692    |2          |POTLUCK MIXED              |Animation  |G     |2006        |2.99       |2006-02-15 |
|693    |2          |POTTER CONNECTICUT         |Animation  |PG    |2006        |1.99       |2023-08-24 |
|694    |4          |PREJUDICE OLEANDER         |Classics   |PG-13 |2006        |4.99       |2006-02-15 |
|695    |8          |PRESIDENT BANG             |Family     |PG    |2006        |1.99       |2023-08-24 |
|696    |2          |PRIDE ALAMO                |Animation  |NC-17 |2006        |0.99       |2006-02-15 |
|697    |1          |PRIMARY GLASS              |Action     |G     |2006        |0.99       |2006-02-15 |
|698    |6          |PRINCESS GIANT             |Documentary|NC-17 |2006        |2.99       |2006-02-15 |
|699    |10         |PRIVATE DROP               |Games      |PG    |2006        |1.99       |2023-08-24 |
|700    |8          |PRIX UNDEFEATED            |Family     |R     |2006        |2.99       |2006-02-15 |
|701    |10         |PSYCHO SHRUNK              |Games      |PG-13 |2006        |2.99       |2006-02-15 |
|702    |11         |PULP BEVERLY               |Horror     |G     |2006        |2.99       |2006-02-15 |
|703    |2          |PUNK DIVORCE               |Animation  |PG    |2006        |1.99       |2023-08-24 |
|704    |5          |PURE RUNNER                |Comedy     |NC-17 |2006        |2.99       |2006-02-15 |
|705    |9          |PURPLE MOVIE               |Foreign    |R     |2006        |2.99       |2006-02-15 |
|706    |7          |QUEEN LUKE                 |Drama      |PG    |2006        |1.99       |2023-08-24 |
|707    |1          |QUEST MUSSOLINI            |Action     |R     |2006        |2.99       |2006-02-15 |
|708    |6          |QUILLS BULL                |Documentary|R     |2006        |4.99       |2006-02-15 |
|709    |7          |RACER EGG                  |Drama      |NC-17 |2006        |2.99       |2006-02-15 |
|710    |8          |RAGE GAMES                 |Family     |R     |2006        |4.99       |2006-02-15 |
|711    |14         |RAGING AIRPLANE            |Sci-Fi     |R     |2006        |4.99       |2006-02-15 |
|712    |6          |RAIDERS ANTITRUST          |Documentary|PG-13 |2006        |0.99       |2006-02-15 |
|713    |6          |RAINBOW SHOCK              |Documentary|PG    |2006        |1.99       |2023-08-24 |
|714    |14         |RANDOM GO                  |Sci-Fi     |NC-17 |2006        |2.99       |2006-02-15 |
|715    |8          |RANGE MOONWALKER           |Family     |PG    |2006        |1.99       |2023-08-24 |
|716    |11         |REAP UNFAITHFUL            |Horror     |PG-13 |2006        |2.99       |2006-02-15 |
|717    |1          |REAR TRADING               |Action     |NC-17 |2006        |0.99       |2006-02-15 |
|718    |12         |REBEL AIRPORT              |Music      |G     |2006        |0.99       |2006-02-15 |
|719    |15         |RECORDS ZORRO              |Sports     |PG    |2006        |1.99       |2023-08-24 |
|720    |13         |REDEMPTION COMFORTS        |New        |NC-17 |2006        |2.99       |2006-02-15 |
|721    |12         |REDS POCUS                 |Music      |PG-13 |2006        |4.99       |2006-02-15 |
|722    |11         |REEF SALUTE                |Horror     |NC-17 |2006        |0.99       |2006-02-15 |
|723    |14         |REIGN GENTLEMEN            |Sci-Fi     |PG-13 |2006        |2.99       |2006-02-15 |
|724    |8          |REMEMBER DIARY             |Family     |R     |2006        |2.99       |2006-02-15 |
|725    |4          |REQUIEM TYCOON             |Classics   |R     |2006        |4.99       |2006-02-15 |
|726    |9          |RESERVOIR ADAPTATION       |Foreign    |PG-13 |2006        |2.99       |2006-02-15 |
|727    |8          |RESURRECTION SILVERADO     |Family     |PG    |2006        |1.99       |2023-08-24 |
|728    |7          |REUNION WITCHES            |Drama      |R     |2006        |0.99       |2006-02-15 |
|729    |15         |RIDER CADDYSHACK           |Sports     |PG    |2006        |1.99       |2023-08-24 |
|730    |13         |RIDGEMONT SUBMARINE        |New        |PG-13 |2006        |0.99       |2006-02-15 |
|731    |4          |RIGHT CRANES               |Classics   |PG-13 |2006        |4.99       |2006-02-15 |
|732    |1          |RINGS HEARTBREAKERS        |Action     |G     |2006        |0.99       |2006-02-15 |
|733    |15         |RIVER OUTLAW               |Sports     |PG-13 |2006        |0.99       |2006-02-15 |
|734    |6          |ROAD ROXANNE               |Documentary|R     |2006        |4.99       |2006-02-15 |
|735    |3          |ROBBERS JOON               |Children   |PG-13 |2006        |2.99       |2006-02-15 |
|736    |8          |ROBBERY BRIGHT             |Family     |R     |2006        |0.99       |2006-02-15 |
|737    |11         |ROCK INSTINCT              |Horror     |G     |2006        |0.99       |2006-02-15 |
|738    |9          |ROCKETEER MOTHER           |Foreign    |PG-13 |2006        |0.99       |2006-02-15 |
|739    |7          |ROCKY WAR                  |Drama      |PG-13 |2006        |4.99       |2006-02-15 |
|740    |11         |ROLLERCOASTER BRINGING     |Horror     |PG-13 |2006        |2.99       |2006-02-15 |
|741    |12         |ROMAN PUNK                 |Music      |NC-17 |2006        |0.99       |2006-02-15 |
|742    |10         |ROOF CHAMPION              |Games      |R     |2006        |0.99       |2006-02-15 |
|743    |2          |ROOM ROMAN                 |Animation  |PG    |2006        |1.99       |2023-08-24 |
|744    |4          |ROOTS REMEMBER             |Classics   |PG-13 |2006        |0.99       |2006-02-15 |
|745    |15         |ROSES TREASURE             |Sports     |PG-13 |2006        |4.99       |2006-02-15 |
|746    |10         |ROUGE SQUAD                |Games      |NC-17 |2006        |0.99       |2006-02-15 |
|747    |10         |ROXANNE REBEL              |Games      |R     |2006        |0.99       |2006-02-15 |
|748    |1          |RUGRATS SHAKESPEARE        |Action     |PG-13 |2006        |0.99       |2006-02-15 |
|749    |11         |RULES HUMAN                |Horror     |R     |2006        |4.99       |2006-02-15 |
|750    |13         |RUN PACIFIC                |New        |R     |2006        |0.99       |2006-02-15 |
|751    |13         |RUNAWAY TENENBAUMS         |New        |NC-17 |2006        |0.99       |2006-02-15 |
|752    |12         |RUNNER MADIGAN             |Music      |NC-17 |2006        |0.99       |2006-02-15 |
|753    |8          |RUSH GOODFELLAS            |Family     |PG    |2006        |1.99       |2023-08-24 |
|754    |5          |RUSHMORE MERMAID           |Comedy     |PG-13 |2006        |2.99       |2006-02-15 |
|755    |3          |SABRINA MIDNIGHT           |Children   |PG    |2006        |1.99       |2023-08-24 |
|756    |5          |SADDLE ANTITRUST           |Comedy     |PG-13 |2006        |2.99       |2006-02-15 |
|757    |6          |SAGEBRUSH CLUELESS         |Documentary|G     |2006        |2.99       |2006-02-15 |
|758    |7          |SAINTS BRIDE               |Drama      |G     |2006        |2.99       |2006-02-15 |
|759    |13         |SALUTE APOLLO              |New        |R     |2006        |2.99       |2006-02-15 |
|760    |13         |SAMURAI LION               |New        |G     |2006        |2.99       |2006-02-15 |
|761    |3          |SANTA PARIS                |Children   |PG    |2006        |1.99       |2023-08-24 |
|762    |10         |SASSY PACKER               |Games      |G     |2006        |0.99       |2006-02-15 |
|763    |15         |SATISFACTION CONFIDENTIAL  |Sports     |G     |2006        |4.99       |2006-02-15 |
|764    |15         |SATURDAY LAMBS             |Sports     |G     |2006        |4.99       |2006-02-15 |
|765    |5          |SATURN NAME                |Comedy     |R     |2006        |4.99       |2006-02-15 |
|766    |7          |SAVANNAH TOWN              |Drama      |PG-13 |2006        |0.99       |2006-02-15 |
|767    |12         |SCALAWAG DUCK              |Music      |NC-17 |2006        |4.99       |2006-02-15 |
|768    |3          |SCARFACE BANG              |Children   |PG-13 |2006        |4.99       |2006-02-15 |
|769    |9          |SCHOOL JACKET              |Foreign    |PG-13 |2006        |4.99       |2006-02-15 |
|770    |9          |SCISSORHANDS SLUMS         |Foreign    |G     |2006        |2.99       |2006-02-15 |
|771    |7          |SCORPION APOLLO            |Drama      |NC-17 |2006        |4.99       |2006-02-15 |
|772    |7          |SEA VIRGIN                 |Drama      |PG    |2006        |1.99       |2023-08-24 |
|773    |15         |SEABISCUIT PUNK            |Sports     |NC-17 |2006        |2.99       |2006-02-15 |
|774    |5          |SEARCHERS WAIT             |Comedy     |NC-17 |2006        |2.99       |2006-02-15 |
|775    |7          |SEATTLE EXPECATIONS        |Drama      |PG-13 |2006        |4.99       |2006-02-15 |
|776    |6          |SECRET GROUNDHOG           |Documentary|PG    |2006        |1.99       |2023-08-24 |
|777    |15         |SECRETARY ROUGE            |Sports     |PG    |2006        |1.99       |2023-08-24 |
|778    |8          |SECRETS PARADISE           |Family     |G     |2006        |4.99       |2006-02-15 |
|779    |15         |SENSE GREEK                |Sports     |R     |2006        |4.99       |2006-02-15 |
|780    |8          |SENSIBILITY REAR           |Family     |PG    |2006        |1.99       |2023-08-24 |
|781    |10         |SEVEN SWARM                |Games      |R     |2006        |4.99       |2006-02-15 |
|782    |15         |SHAKESPEARE SADDLE         |Sports     |PG-13 |2006        |2.99       |2006-02-15 |
|783    |16         |SHANE DARKNESS             |Travel     |PG    |2006        |1.99       |2023-08-24 |
|784    |16         |SHANGHAI TYCOON            |Travel     |PG    |2006        |1.99       |2023-08-24 |
|785    |16         |SHAWSHANK BUBBLE           |Travel     |PG    |2006        |1.99       |2023-08-24 |
|786    |3          |SHEPHERD MIDSUMMER         |Children   |R     |2006        |0.99       |2006-02-15 |
|787    |16         |SHINING ROSES              |Travel     |G     |2006        |0.99       |2006-02-15 |
|788    |6          |SHIP WONDERLAND            |Documentary|R     |2006        |2.99       |2006-02-15 |
|789    |9          |SHOCK CABIN                |Foreign    |PG-13 |2006        |2.99       |2006-02-15 |
|790    |7          |SHOOTIST SUPERFLY          |Drama      |PG-13 |2006        |0.99       |2006-02-15 |
|791    |6          |SHOW LORD                  |Documentary|PG-13 |2006        |4.99       |2006-02-15 |
|792    |9          |SHREK LICENSE              |Foreign    |PG-13 |2006        |2.99       |2006-02-15 |
|793    |1          |SHRUNK DIVINE              |Action     |R     |2006        |2.99       |2006-02-15 |
|794    |1          |SIDE ARK                   |Action     |G     |2006        |0.99       |2006-02-15 |
|795    |8          |SIEGE MADRE                |Family     |R     |2006        |0.99       |2006-02-15 |
|796    |15         |SIERRA DIVIDE              |Sports     |NC-17 |2006        |0.99       |2006-02-15 |
|797    |12         |SILENCE KANE               |Music      |R     |2006        |0.99       |2006-02-15 |
|798    |14         |SILVERADO GOLDFINGER       |Sci-Fi     |PG    |2006        |1.99       |2023-08-24 |
|799    |11         |SIMON NORTH                |Horror     |NC-17 |2006        |0.99       |2006-02-15 |
|800    |11         |SINNERS ATLANTIS           |Horror     |PG-13 |2006        |2.99       |2006-02-15 |
|801    |3          |SISTER FREDDY              |Children   |PG-13 |2006        |4.99       |2006-02-15 |
|802    |1          |SKY MIRACLE                |Action     |PG    |2006        |1.99       |2023-08-24 |
|803    |7          |SLACKER LIAISONS           |Drama      |R     |2006        |4.99       |2006-02-15 |
|804    |11         |SLEEPING SUSPECTS          |Horror     |PG-13 |2006        |4.99       |2006-02-15 |
|805    |2          |SLEEPLESS MONSOON          |Animation  |G     |2006        |4.99       |2006-02-15 |
|806    |13         |SLEEPY JAPANESE            |New        |PG    |2006        |1.99       |2023-08-24 |
|807    |10         |SLEUTH ORIENT              |Games      |NC-17 |2006        |0.99       |2006-02-15 |
|808    |4          |SLING LUKE                 |Classics   |R     |2006        |0.99       |2006-02-15 |
|809    |15         |SLIPPER FIDELITY           |Sports     |PG-13 |2006        |0.99       |2006-02-15 |
|810    |8          |SLUMS DUCK                 |Family     |PG    |2006        |1.99       |2023-08-24 |
|811    |16         |SMILE EARRING              |Travel     |G     |2006        |2.99       |2006-02-15 |
|812    |6          |SMOKING BARBARELLA         |Documentary|PG-13 |2006        |0.99       |2006-02-15 |
|813    |15         |SMOOCHY CONTROL            |Sports     |R     |2006        |0.99       |2006-02-15 |
|814    |5          |SNATCH SLIPPER             |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|815    |4          |SNATCHERS MONTEZUMA        |Classics   |PG-13 |2006        |2.99       |2006-02-15 |
|816    |2          |SNOWMAN ROLLERCOASTER      |Animation  |G     |2006        |0.99       |2006-02-15 |
|817    |14         |SOLDIERS EVOLUTION         |Sci-Fi     |R     |2006        |4.99       |2006-02-15 |
|818    |7          |SOMETHING DUCK             |Drama      |NC-17 |2006        |4.99       |2006-02-15 |
|819    |12         |SONG HEDWIG                |Music      |PG-13 |2006        |0.99       |2006-02-15 |
|820    |2          |SONS INTERVIEW             |Animation  |NC-17 |2006        |2.99       |2006-02-15 |
|821    |9          |SORORITY QUEEN             |Foreign    |NC-17 |2006        |0.99       |2006-02-15 |
|822    |8          |SOUP WISDOM                |Family     |R     |2006        |0.99       |2006-02-15 |
|823    |1          |SOUTH WAIT                 |Action     |R     |2006        |2.99       |2006-02-15 |
|824    |8          |SPARTACUS CHEAPER          |Family     |NC-17 |2006        |4.99       |2006-02-15 |
|825    |1          |SPEAKEASY DATE             |Action     |PG-13 |2006        |2.99       |2006-02-15 |
|826    |16         |SPEED SUIT                 |Travel     |PG-13 |2006        |4.99       |2006-02-15 |
|827    |7          |SPICE SORORITY             |Drama      |NC-17 |2006        |4.99       |2006-02-15 |
|828    |4          |SPIKING ELEMENT            |Classics   |G     |2006        |2.99       |2006-02-15 |
|829    |8          |SPINAL ROCKY               |Family     |PG-13 |2006        |2.99       |2006-02-15 |
|830    |11         |SPIRIT FLINTSTONES         |Horror     |R     |2006        |0.99       |2006-02-15 |
|831    |14         |SPIRITED CASUALTIES        |Sci-Fi     |PG-13 |2006        |0.99       |2006-02-15 |
|832    |8          |SPLASH GUMP                |Family     |PG    |2006        |1.99       |2023-08-24 |
|833    |3          |SPLENDOR PATTON            |Children   |R     |2006        |0.99       |2006-02-15 |
|834    |6          |SPOILERS HELLFIGHTERS      |Documentary|G     |2006        |0.99       |2006-02-15 |
|835    |10         |SPY MILE                   |Games      |PG-13 |2006        |2.99       |2006-02-15 |
|836    |15         |SQUAD FISH                 |Sports     |PG    |2006        |1.99       |2023-08-24 |
|837    |5          |STAGE WORLD                |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|838    |1          |STAGECOACH ARMAGEDDON      |Action     |R     |2006        |4.99       |2006-02-15 |
|839    |14         |STALLION SUNDANCE          |Sci-Fi     |PG-13 |2006        |0.99       |2006-02-15 |
|840    |10         |STAMPEDE DISTURBING        |Games      |R     |2006        |0.99       |2006-02-15 |
|841    |15         |STAR OPERATION             |Sports     |PG    |2006        |1.99       |2023-08-24 |
|842    |10         |STATE WASTELAND            |Games      |NC-17 |2006        |2.99       |2006-02-15 |
|843    |4          |STEEL SANTA                |Classics   |NC-17 |2006        |4.99       |2006-02-15 |
|844    |15         |STEERS ARMAGEDDON          |Sports     |PG    |2006        |1.99       |2023-08-24 |
|845    |9          |STEPMOM DREAM              |Foreign    |NC-17 |2006        |4.99       |2006-02-15 |
|846    |13         |STING PERSONAL             |New        |NC-17 |2006        |4.99       |2006-02-15 |
|847    |13         |STOCK GLASS                |New        |PG    |2006        |1.99       |2023-08-24 |
|848    |16         |STONE FIRE                 |Travel     |G     |2006        |0.99       |2006-02-15 |
|849    |2          |STORM HAPPINESS            |Animation  |NC-17 |2006        |0.99       |2006-02-15 |
|850    |1          |STORY SIDE                 |Action     |R     |2006        |0.99       |2006-02-15 |
|851    |15         |STRAIGHT HOURS             |Sports     |R     |2006        |0.99       |2006-02-15 |
|852    |3          |STRANGELOVE DESIRE         |Children   |NC-17 |2006        |0.99       |2006-02-15 |
|853    |3          |STRANGER STRANGERS         |Children   |G     |2006        |4.99       |2006-02-15 |
|854    |11         |STRANGERS GRAFFITI         |Horror     |R     |2006        |4.99       |2006-02-15 |
|855    |6          |STREAK RIDGEMONT           |Documentary|PG-13 |2006        |0.99       |2006-02-15 |
|856    |11         |STREETCAR INTENTIONS       |Horror     |R     |2006        |4.99       |2006-02-15 |
|857    |5          |STRICTLY SCARFACE          |Comedy     |PG-13 |2006        |2.99       |2006-02-15 |
|858    |5          |SUBMARINE BED              |Comedy     |R     |2006        |4.99       |2006-02-15 |
|859    |2          |SUGAR WONKA                |Animation  |PG    |2006        |1.99       |2023-08-24 |
|860    |14         |SUICIDES SILENCE           |Sci-Fi     |G     |2006        |4.99       |2006-02-15 |
|861    |10         |SUIT WALLS                 |Games      |R     |2006        |4.99       |2006-02-15 |
|862    |4          |SUMMER SCARFACE            |Classics   |G     |2006        |0.99       |2006-02-15 |
|863    |14         |SUN CONFESSIONS            |Sci-Fi     |R     |2006        |0.99       |2006-02-15 |
|864    |3          |SUNDANCE INVASION          |Children   |NC-17 |2006        |0.99       |2006-02-15 |
|865    |2          |SUNRISE LEAGUE             |Animation  |PG-13 |2006        |4.99       |2006-02-15 |
|866    |8          |SUNSET RACER               |Family     |NC-17 |2006        |0.99       |2006-02-15 |
|867    |8          |SUPER WYOMING              |Family     |PG    |2006        |1.99       |2023-08-24 |
|868    |16         |SUPERFLY TRIP              |Travel     |PG    |2006        |1.99       |2023-08-24 |
|869    |1          |SUSPECTS QUILLS            |Action     |PG    |2006        |1.99       |2023-08-24 |
|870    |11         |SWARM GOLD                 |Horror     |PG-13 |2006        |0.99       |2006-02-15 |
|871    |5          |SWEDEN SHINING             |Comedy     |PG    |2006        |1.99       |2023-08-24 |
|872    |16         |SWEET BROTHERHOOD          |Travel     |R     |2006        |2.99       |2006-02-15 |
|873    |3          |SWEETHEARTS SUSPECTS       |Children   |G     |2006        |0.99       |2006-02-15 |
|874    |4          |TADPOLE PARK               |Classics   |PG    |2006        |1.99       |2023-08-24 |
|875    |15         |TALENTED HOMICIDE          |Sports     |PG    |2006        |1.99       |2023-08-24 |
|876    |11         |TARZAN VIDEOTAPE           |Horror     |PG-13 |2006        |2.99       |2006-02-15 |
|877    |12         |TAXI KICK                  |Music      |PG-13 |2006        |0.99       |2006-02-15 |
|878    |16         |TEEN APOLLO                |Travel     |G     |2006        |4.99       |2006-02-15 |
|879    |12         |TELEGRAPH VOYAGE           |Music      |PG    |2006        |1.99       |2023-08-24 |
|880    |2          |TELEMARK HEARTBREAKERS     |Animation  |PG-13 |2006        |2.99       |2006-02-15 |
|881    |11         |TEMPLE ATTRACTION          |Horror     |PG    |2006        |1.99       |2023-08-24 |
|882    |7          |TENENBAUMS COMMAND         |Drama      |PG-13 |2006        |0.99       |2006-02-15 |
