|id |title                  |description                                                                                                                     |length|rental_date|rental_duration|rental_return|
|867  |SUPER WYOMING              |A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback                                   |58    |2005-07-30 |5              |5            |
|172  |CONEHEADS SMOOCHY          |A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria                                               |112   |2005-07-30 |7              |8            |
|322  |FLATLINERS KILLER          |A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft                                  |100   |2005-07-30 |5              |4            |
|35   |ARACHNOPHOBIA ROLLERCOASTER|A Action-Packed Reflection of a Pastry Chef And a Composer who must Discover a Mad Scientist in The First Manned Space Station    |147   |2005-07-30 |4              |5            |
|88   |BORN SPINAL                |A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria                                                |179   |2005-07-30 |7              |5            |
|852  |STRANGELOVE DESIRE         |A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park                |103   |2005-07-30 |4              |1            |
|199  |CUPBOARD SINNERS           |A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park                        |56    |2005-07-30 |4              |6            |
|820  |SONS INTERVIEW             |A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China                                      |184   |2005-07-30 |3              |5            |
|641  |ORANGE GRAPES              |A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat                                              |76    |2005-07-30 |4              |4            |
|670  |PELICAN COMFORTS           |A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin                                                    |48    |2005-07-30 |4              |8            |
|991  |WORST BANGER               |A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback                                                 |185   |2005-07-30 |4              |3            |
|61   |BEAUTY GREASE              |A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft                                   |175   |2005-07-30 |5              |4            |
|28   |ANTHEM LUKE                |A Touching Panorama of a Waitress And a Woman who must Outrace a Dog in An Abandoned Amusement Park                               |91    |2005-07-30 |5              |9            |
|681  |PIRATES ROXANNE            |A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies                                  |100   |2005-07-30 |4              |6            |
|136  |CHAPLIN LICENSE            |A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India                                  |146   |2005-07-30 |7              |6            |
|820  |SONS INTERVIEW             |A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China                                      |184   |2005-07-30 |3              |3            |
|993  |WRONG BEHAVIOR             |A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans                                    |178   |2005-07-30 |6              |7            |
|73   |BINGO TALENTED             |A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria                                                 |150   |2005-07-30 |5              |8            |
|981  |WOLVES DESIRE              |A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse                         |55    |2005-07-30 |7              |3            |
|895  |TOMORROW HUSTLER           |A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert                                     |142   |2005-07-30 |3              |1            |
|796  |SIERRA DIVIDE              |A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California                                |135   |2005-07-30 |3              |8            |
|583  |MISSION ZOOLANDER          |A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House                               |164   |2005-07-30 |3              |8            |
|374  |GRAFFITI LOVE              |A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin                                       |117   |2005-07-30 |3              |5            |
|135  |CHANCE RESURRECTION        |A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China              |70    |2005-07-30 |3              |2            |
|89   |BORROWERS BEDAZZLED        |A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House                              |63    |2005-07-30 |7              |3            |
|90   |BOULEVARD MOB              |A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China                                         |63    |2005-07-30 |3              |8            |
|832  |SPLASH GUMP                |A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank                                                   |175   |2005-07-30 |5              |2            |
|179  |CONQUERER NUTS             |A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft                                    |173   |2005-07-30 |4              |4            |
|377  |GREASE YOUTH               |A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia                                |135   |2005-07-30 |7              |1            |
|184  |CORE SUIT                  |A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse                                    |92    |2005-07-30 |3              |7            |
|559  |MARRIED GO                 |A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert                              |114   |2005-07-30 |7              |1            |
|616  |NATIONAL STORY             |A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California                                               |92    |2005-07-30 |4              |4            |
|892  |TITANIC BOONDOCK           |A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory                                           |104   |2005-07-30 |3              |7            |
|678  |PICKUP DRIVING             |A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory                                    |77    |2005-07-30 |3              |6            |
|976  |WIND PHANTOM               |A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft                 |111   |2005-07-30 |6              |5            |
|649  |OZ LIAISONS                |A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory                                        |85    |2005-07-30 |4              |8            |
|157  |CLOCKWORK PARADISE         |A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon                                |143   |2005-07-30 |7              |6            |
|121  |CAROL TEXAS                |A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery                              |151   |2005-07-30 |4              |8            |
|107  |BUNCH MINDS                |A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention                                |63    |2005-07-30 |4              |9            |
|906  |TRAMP OTHERS               |A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India                                           |171   |2005-07-30 |4              |3            |
|308  |FERRIS MOTHER              |A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico                                          |142   |2005-07-30 |3              |5            |
|577  |MILE MULAN                 |A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention                                        |64    |2005-07-30 |4              |2            |
|621  |NETWORK PEAK               |A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California                                   |75    |2005-07-30 |5              |9            |
|863  |SUN CONFESSIONS            |A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park                              |141   |2005-07-30 |5              |8            |
|788  |SHIP WONDERLAND            |A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback                                              |104   |2005-07-30 |5              |1            |
|818  |SOMETHING DUCK             |A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station                       |180   |2005-07-30 |4              |4            |
|125  |CASSIDY WYOMING            |A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans                                            |61    |2005-07-30 |5              |6            |
|829  |SPINAL ROCKY               |A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California                                  |138   |2005-07-30 |7              |3            |
|380  |GREEK EVERYONE             |A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station                        |176   |2005-07-30 |7              |1            |
|31   |APACHE DIVINE              |A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat                           |92    |2005-07-30 |5              |6            |
|875  |TALENTED HOMICIDE          |A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat                            |173   |2005-07-30 |6              |3            |
|273  |EFFECT GLADIATOR           |A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse           |107   |2005-07-30 |6              |4            |
|40   |ARMY FLINTSTONES           |A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria                                   |148   |2005-07-30 |4              |7            |
|216  |DAY UNFAITHFUL             |A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat                             |113   |2005-07-30 |3              |3            |
|913  |TROOPERS METAL             |A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin                                                         |115   |2005-07-30 |3              |3            |
|995  |YENTL IDAHO                |A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin                                                 |86    |2005-07-30 |5              |1            |
|970  |WESTWARD SEABISCUIT        |A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China                                                 |52    |2005-07-30 |7              |9            |
|879  |TELEGRAPH VOYAGE           |A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat                                                    |148   |2005-07-30 |3              |4            |
|69   |BEVERLY OUTLAW             |A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station                       |85    |2005-07-30 |3              |5            |
|388  |GUNFIGHT MOON              |A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert                                   |70    |2005-07-30 |5              |9            |
|443  |HURRICANE AFFAIR           |A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft                   |49    |2005-07-30 |6              |9            |
|344  |FURY MURDER                |A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery                           |178   |2005-07-30 |3              |7            |
|931  |VALENTINE VANISHING        |A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California                                          |48    |2005-07-30 |7              |6            |
|397  |HANKY OCTOBER              |A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia                            |107   |2005-07-30 |5              |8            |
|152  |CIRCUS YOUTH               |A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon                                              |90    |2005-07-30 |5              |5            |
|456  |INCH JET                   |A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery                                               |167   |2005-07-30 |6              |5            |
|578  |MILLION ACE                |A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert                       |142   |2005-07-30 |4              |1            |
|79   |BLADE POLISH               |A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station            |114   |2005-07-30 |5              |3            |
|583  |MISSION ZOOLANDER          |A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House                               |164   |2005-07-30 |3              |3            |
|242  |DOOM DANCING               |A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention                             |68    |2005-07-30 |4              |9            |
|444  |HUSTLER PARTY              |A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert                              |83    |2005-07-30 |3              |9            |
|12   |ALASKA PHANTOM             |A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia                                                |136   |2005-07-30 |6              |6            |
|763  |SATISFACTION CONFIDENTIAL  |A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China                                        |75    |2005-07-30 |3              |2            |
|862  |SUMMER SCARFACE            |A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank                                            |53    |2005-07-30 |5              |3            |
|556  |MALTESE HOPE               |A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California                             |127   |2005-07-30 |6              |9            |
|941  |VIDEOTAPE ARSENIC          |A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia                                           |145   |2005-07-30 |4              |7            |
|10   |ALADDIN CALENDAR           |A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China                                         |63    |2005-07-30 |6              |2            |
|490  |JUMANJI BLADE              |A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans                                       |121   |2005-07-30 |4              |7            |
|985  |WONDERLAND CHRISTMAS       |A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station         |111   |2005-07-30 |4              |1            |
|873  |SWEETHEARTS SUSPECTS       |A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico                      |108   |2005-07-30 |3              |5            |
|159  |CLOSER BANG                |A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India                                    |58    |2005-07-30 |5              |7            |
|988  |WORKER TARZAN              |A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station   |139   |2005-07-30 |7              |7            |
|966  |WEDDING APOLLO             |A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft                         |70    |2005-07-30 |3              |4            |
|111  |CADDYSHACK JEDI            |A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia                                          |52    |2005-07-30 |3              |6            |
|517  |LESSON CLEOPATRA           |A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse                                         |167   |2005-07-30 |3              |5            |
|760  |SAMURAI LION               |A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon                                                 |110   |2005-07-30 |5              |3            |
|540  |LUCKY FLYING               |A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat                            |97    |2005-07-30 |7              |7            |
|209  |DARKNESS WAR               |A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert                                       |99    |2005-07-30 |6              |5            |
|936  |VANISHING ROCKY            |A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention                                      |123   |2005-07-30 |3              |1            |
|706  |QUEEN LUKE                 |A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans                                               |163   |2005-07-30 |5              |4            |
|517  |LESSON CLEOPATRA           |A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse                                         |167   |2005-07-30 |3              |8            |
|945  |VIRGINIAN PLUTO            |A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin                                                   |164   |2005-07-30 |5              |2            |
|722  |REEF SALUTE                |A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon                                          |123   |2005-07-30 |5              |9            |
|958  |WARDROBE PHANTOM           |A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India                                         |178   |2005-07-30 |6              |9            |
|988  |WORKER TARZAN              |A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station   |139   |2005-07-30 |7              |8            |
|458  |INDIAN LOVE                |A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House                      |135   |2005-07-30 |4              |2            |
|956  |WANDA CHAMBER              |A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback                                            |107   |2005-07-30 |7              |4            |
|905  |TRAINSPOTTING STRANGERS    |A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan                                        |132   |2005-07-30 |7              |9            |
|439  |HUNCHBACK IMPOSSIBLE       |A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan                                             |151   |2005-07-30 |4              |4            |
|296  |EXPRESS LONELY             |A Boring Drama of a Astronaut And a Boat who must Face a Boat in California                                                       |178   |2005-07-30 |5              |1            |
|603  |MOVIE SHAKESPEARE          |A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin                                  |53    |2005-07-30 |6              |7            |
|859  |SUGAR WONKA                |A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park            |114   |2005-07-30 |3              |4            |
|20   |AMELIE HELLFIGHTERS        |A Boring Drama of a Woman And a Squirrel who must Conquer a Student in A Baloon                                                   |79    |2005-07-30 |4              |9            |
|130  |CELEBRITY HORN             |A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank                                |110   |2005-07-30 |7              |8            |
|457  |INDEPENDENCE HOTEL         |A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery                                           |157   |2005-07-30 |5              |7            |
|40   |ARMY FLINTSTONES           |A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria                                   |148   |2005-07-30 |4              |2            |
|620  |NEMO CAMPUS                |A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse                         |131   |2005-07-30 |5              |7            |
|785  |SHAWSHANK BUBBLE           |A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park                             |80    |2005-07-30 |6              |7            |
|610  |MUSIC BOONDOCK             |A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station                         |129   |2005-07-30 |7              |1            |
|342  |FUGITIVE MAGUIRE           |A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia                                         |83    |2005-07-30 |7              |6            |
|23   |ANACONDA CONFESSIONS       |A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia                                               |92    |2005-07-30 |3              |8            |
|168  |COMANCHEROS ENEMY          |A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico                                           |67    |2005-07-30 |5              |2            |
|538  |LOVERBOY ATTACKS           |A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia                                                      |162   |2005-07-30 |7              |8            |
|548  |MAGNIFICENT CHITTY         |A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California                                                |53    |2005-07-30 |3              |7            |
|796  |SIERRA DIVIDE              |A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California                                |135   |2005-07-30 |3              |9            |
|709  |RACER EGG                  |A Emotional Display of a Monkey And a Waitress who must Reach a Secret Agent in California                                        |147   |2005-07-30 |7              |5            |
|489  |JUGGLER HARDLY             |A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California                                                  |54    |2005-07-30 |4              |2            |
|434  |HORROR REIGN               |A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria                                                 |139   |2005-07-30 |3              |3            |
|940  |VICTORY ACADEMY            |A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert                              |64    |2005-07-30 |6              |7            |
|512  |LEAGUE HELLFIGHTERS        |A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China                                            |110   |2005-07-30 |5              |8            |
|505  |LABYRINTH LEAGUE           |A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert                                  |46    |2005-07-30 |6              |6            |
|827  |SPICE SORORITY             |A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft                                  |141   |2005-07-30 |5              |9            |
|266  |DYNAMITE TARZAN            |A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat                        |141   |2005-07-30 |4              |1            |
|348  |GANDHI KWAI                |A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin                                        |86    |2005-07-30 |7              |3            |
|434  |HORROR REIGN               |A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria                                                 |139   |2005-07-30 |3              |3            |
|504  |KWAI HOMEWARD              |A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia                                                   |46    |2005-07-30 |5              |8            |
|362  |GLORY TRACY                |A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station                               |115   |2005-07-30 |7              |3            |
|219  |DEEP CRUSADE               |A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia                                            |51    |2005-07-30 |6              |7            |
|878  |TEEN APOLLO                |A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank                                                  |74    |2005-07-30 |3              |9            |
|609  |MUSCLE BRIGHT              |A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India                                    |185   |2005-07-30 |7              |1            |
|737  |ROCK INSTINCT              |A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India                                |102   |2005-07-30 |4              |9            |
|376  |GRAPES FURY                |A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia                                                 |155   |2005-07-30 |4              |7            |
|127  |CAT CONEHEADS              |A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India                                            |112   |2005-07-30 |5              |4            |
|901  |TRACY CIDER                |A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria                             |142   |2005-07-30 |3              |5            |
|165  |COLDBLOODED DARLING        |A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico                                       |70    |2005-07-30 |7              |3            |
|193  |CROSSROADS CASUALTIES      |A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback                               |153   |2005-07-30 |5              |7            |
|795  |SIEGE MADRE                |A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft                                   |111   |2005-07-30 |7              |4            |
|567  |MEET CHOCOLATE             |A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention                                   |80    |2005-07-30 |3              |7            |
|744  |ROOTS REMEMBER             |A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin                                                    |89    |2005-07-30 |4              |3            |
|893  |TITANS JERK                |A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China                 |91    |2005-07-30 |4              |3            |
|303  |FANTASY TROOPERS           |A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention                                  |58    |2005-07-30 |6              |6            |
|438  |HUMAN GRAFFITI             |A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico           |68    |2005-07-30 |3              |6            |
|992  |WRATH MILE                 |A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery                           |176   |2005-07-30 |5              |5            |
|647  |OUTFIELD MASSACRE          |A Thoughtful Drama of a Husband And a Secret Agent who must Pursue a Database Administrator in Ancient India                      |129   |2005-07-30 |4              |9            |
|511  |LAWRENCE LOVE              |A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin                                   |175   |2005-07-30 |7              |8            |
|911  |TRIP NEWTON                |A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park                       |64    |2005-07-30 |7              |1            |
|110  |CABIN FLASH                |A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory                                           |53    |2005-07-30 |4              |5            |
|350  |GARDEN ISLAND              |A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback                                   |80    |2005-07-30 |3              |8            |
|875  |TALENTED HOMICIDE          |A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat                            |173   |2005-07-30 |6              |6            |
|573  |MICROCOSMOS PARADISE       |A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria                                             |105   |2005-07-30 |6              |5            |
|437  |HOUSE DYNAMITE             |A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia                                              |109   |2005-07-30 |7              |6            |
|19   |AMADEUS HOLY               |A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon                                         |113   |2005-07-30 |6              |7            |
|865  |SUNRISE LEAGUE             |A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse                                   |135   |2005-07-30 |3              |8            |
|82   |BLOOD ARGONAUTS            |A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse                                        |71    |2005-07-30 |3              |9            |
|504  |KWAI HOMEWARD              |A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia                                                   |46    |2005-07-30 |5              |6            |
|15   |ALIEN CENTER               |A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention                                   |46    |2005-07-30 |5              |5            |
|887  |THIEF PELICAN              |A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft                     |135   |2005-07-30 |5              |3            |
|810  |SLUMS DUCK                 |A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat                      |147   |2005-07-30 |5              |3            |
|371  |GOSFORD DONNIE             |A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin                                          |129   |2005-07-30 |5              |1            |
|140  |CHEAPER CLYDE              |A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan                                      |87    |2005-07-30 |6              |5            |
|785  |SHAWSHANK BUBBLE           |A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park                             |80    |2005-07-30 |6              |6            |
|119  |CAPER MOTIONS              |A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention                                                 |176   |2005-07-30 |6              |3            |
|153  |CITIZEN SHREK              |A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback                             |165   |2005-07-30 |7              |1            |
|583  |MISSION ZOOLANDER          |A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House                               |164   |2005-07-30 |3              |1            |
|298  |EYES DRIVING               |A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback                                                |172   |2005-07-30 |4              |6            |
|408  |HEAD STRANGER              |A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico                                       |69    |2005-07-30 |4              |9            |
|967  |WEEKEND PERSONAL           |A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat                                              |134   |2005-07-30 |5              |7            |
|416  |HIGHBALL POTTER            |A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert                         |110   |2005-07-30 |6              |1            |
|334  |FREDDY STORM               |A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback                                              |65    |2005-07-30 |6              |7            |
|816  |SNOWMAN ROLLERCOASTER      |A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse                                  |62    |2005-07-30 |3              |6            |
|828  |SPIKING ELEMENT            |A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery                                      |79    |2005-07-30 |7              |4            |
|239  |DOGMA FAMILY               |A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans                  |122   |2005-07-30 |5              |8            |
|893  |TITANS JERK                |A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China                 |91    |2005-07-30 |4              |6            |
|678  |PICKUP DRIVING             |A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory                                    |77    |2005-07-30 |3              |6            |
|161  |CLUE GRAIL                 |A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China                                           |70    |2005-07-30 |6              |8            |
|405  |HAUNTED ANTITRUST          |A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India                                          |76    |2005-07-30 |6              |2            |
