|film_id|title                    |category   |rating|total_rental_income|last_update|
|869    |SUSPECTS QUILLS            |Action     |PG    |1.99               |2023-08-24 |
|871    |SWEDEN SHINING             |Comedy     |PG    |1.99               |2023-08-24 |
|874    |TADPOLE PARK               |Classics   |PG    |1.99               |2023-08-24 |
|875    |TALENTED HOMICIDE          |Sports     |PG    |1.99               |2023-08-24 |
|879    |TELEGRAPH VOYAGE           |Music      |PG    |1.99               |2023-08-24 |
|881    |TEMPLE ATTRACTION          |Horror     |PG    |1.99               |2023-08-24 |
|883    |TEQUILA PAST               |Children   |PG    |1.99               |2023-08-24 |
|893    |TITANS JERK                |Sci-Fi     |PG    |1.99               |2023-08-24 |
|894    |TOMATOES HELLFIGHTERS      |Travel     |PG    |1.99               |2023-08-24 |
|896    |TOOTSIE PILOT              |Children   |PG    |1.99               |2023-08-24 |
|902    |TRADING PINOCCHIO          |Sports     |PG    |1.99               |2023-08-24 |
|906    |TRAMP OTHERS               |Comedy     |PG    |1.99               |2023-08-24 |
|910    |TREATMENT JEKYLL           |Drama      |PG    |1.99               |2023-08-24 |
|912    |TROJAN TOMORROW            |Sci-Fi     |PG    |1.99               |2023-08-24 |
|914    |TROUBLE DATE               |Travel     |PG    |1.99               |2023-08-24 |
|918    |TWISTED PIRATES            |Children   |PG    |1.99               |2023-08-24 |
|924    |UNFORGIVEN ZOOLANDER       |Sci-Fi     |PG    |1.99               |2023-08-24 |
|928    |UPTOWN YOUNG               |Children   |PG    |1.99               |2023-08-24 |
|950    |VOLUME HOUSE               |Classics   |PG    |1.99               |2023-08-24 |
|952    |WAGON JAWS                 |Documentary|PG    |1.99               |2023-08-24 |
|955    |WALLS ARTIST               |Children   |PG    |1.99               |2023-08-24 |
|962    |WASTELAND DIVINE           |Classics   |PG    |1.99               |2023-08-24 |
|963    |WATCH TRACY                |Animation  |PG    |1.99               |2023-08-24 |
|966    |WEDDING APOLLO             |Documentary|PG    |1.99               |2023-08-24 |
|980    |WIZARD COLDBLOODED         |Music      |PG    |1.99               |2023-08-24 |
|983    |WON DARES                  |Music      |PG    |1.99               |2023-08-24 |
|985    |WONDERLAND CHRISTMAS       |Sci-Fi     |PG    |1.99               |2023-08-24 |
|987    |WORDS HUNTER               |Music      |PG    |1.99               |2023-08-24 |
|991    |WORST BANGER               |Action     |PG    |1.99               |2023-08-24 |
|11     |ALAMO VIDEOTAPE            |Foreign    |G     |0.99               |2006-02-15 |
|14     |ALICE FANTASIA             |Classics   |NC-17 |0.99               |2006-02-15 |
|17     |ALONE TRIP                 |Music      |R     |0.99               |2006-02-15 |
|18     |ALTER VICTORY              |Animation  |PG-13 |0.99               |2006-02-15 |
|23     |ANACONDA CONFESSIONS       |Animation  |R     |0.99               |2006-02-15 |
|26     |ANNIE IDENTITY             |Sci-Fi     |G     |0.99               |2006-02-15 |
|27     |ANONYMOUS HUMAN            |Sports     |NC-17 |0.99               |2006-02-15 |
|34     |ARABIA DOGMA               |Horror     |NC-17 |0.99               |2006-02-15 |
|36     |ARGONAUTS TOWN             |Animation  |PG-13 |0.99               |2006-02-15 |
|38     |ARK RIDGEMONT              |Action     |NC-17 |0.99               |2006-02-15 |
|39     |ARMAGEDDON LOST            |Sci-Fi     |G     |0.99               |2006-02-15 |
|40     |ARMY FLINTSTONES           |Documentary|R     |0.99               |2006-02-15 |
|52     |BALLROOM MOCKINGBIRD       |Foreign    |G     |0.99               |2006-02-15 |
|54     |BANGER PINOCCHIO           |Music      |R     |0.99               |2006-02-15 |
|64     |BEETHOVEN EXORCIST         |Drama      |PG-13 |0.99               |2006-02-15 |
|66     |BENEATH RUSH               |Children   |NC-17 |0.99               |2006-02-15 |
|76     |BIRDCAGE CASPER            |Music      |NC-17 |0.99               |2006-02-15 |
|79     |BLADE POLISH               |Drama      |PG-13 |0.99               |2006-02-15 |
|82     |BLOOD ARGONAUTS            |Family     |G     |0.99               |2006-02-15 |
|85     |BONNIE HOLOCAUST           |Documentary|G     |0.99               |2006-02-15 |
|87     |BOONDOCK BALLROOM          |Travel     |NC-17 |0.99               |2006-02-15 |
|89     |BORROWERS BEDAZZLED        |Animation  |G     |0.99               |2006-02-15 |
|90     |BOULEVARD MOB              |New        |R     |0.99               |2006-02-15 |
|97     |BRIDE INTRIGUE             |Action     |G     |0.99               |2006-02-15 |
|101    |BROTHERHOOD BLANKET        |Documentary|R     |0.99               |2006-02-15 |
|105    |BULL SHAWSHANK             |Action     |NC-17 |0.99               |2006-02-15 |
|108    |BUTCH PANTHER              |New        |PG-13 |0.99               |2006-02-15 |
|109    |BUTTERFLY CHOCOLAT         |New        |G     |0.99               |2006-02-15 |
|110    |CABIN FLASH                |Children   |NC-17 |0.99               |2006-02-15 |
|111    |CADDYSHACK JEDI            |Action     |NC-17 |0.99               |2006-02-15 |
|114    |CAMELOT VACATION           |Sci-Fi     |NC-17 |0.99               |2006-02-15 |
|118    |CANYON STOCK               |Animation  |R     |0.99               |2006-02-15 |
|119    |CAPER MOTIONS              |Comedy     |G     |0.99               |2006-02-15 |
|128    |CATCH AMISTAD              |Foreign    |G     |0.99               |2006-02-15 |
|130    |CELEBRITY HORN             |Action     |PG-13 |0.99               |2006-02-15 |
|140    |CHEAPER CLYDE              |Sci-Fi     |G     |0.99               |2006-02-15 |
|147    |CHOCOLAT HARRY             |Family     |NC-17 |0.99               |2006-02-15 |
|149    |CHRISTMAS MOONSHINE        |Children   |NC-17 |0.99               |2006-02-15 |
|153    |CITIZEN SHREK              |Sci-Fi     |G     |0.99               |2006-02-15 |
|155    |CLEOPATRA DEVIL            |New        |PG-13 |0.99               |2006-02-15 |
|157    |CLOCKWORK PARADISE         |Children   |PG-13 |0.99               |2006-02-15 |
|160    |CLUB GRAFFITI              |Animation  |PG-13 |0.99               |2006-02-15 |
|163    |CLYDE THEORY               |New        |PG-13 |0.99               |2006-02-15 |
|168    |COMANCHEROS ENEMY          |Children   |R     |0.99               |2006-02-15 |
|176    |CONGENIALITY QUEST         |Sports     |PG-13 |0.99               |2006-02-15 |
|178    |CONNECTION MICROCOSMOS     |Comedy     |G     |0.99               |2006-02-15 |
|186    |CRAFT OUTFIELD             |Drama      |NC-17 |0.99               |2006-02-15 |
|189    |CREATURES SHAKESPEARE      |Games      |NC-17 |0.99               |2006-02-15 |
|191    |CROOKED FROGMEN            |Children   |PG-13 |0.99               |2006-02-15 |
|196    |CRUELTY UNFORGIVEN         |Classics   |G     |0.99               |2006-02-15 |
|200    |CURTAIN VIDEOTAPE          |Games      |PG-13 |0.99               |2006-02-15 |
|205    |DANCES NONE                |Action     |NC-17 |0.99               |2006-02-15 |
|206    |DANCING FEVER              |Documentary|G     |0.99               |2006-02-15 |
|213    |DATE SPEED                 |Family     |R     |0.99               |2006-02-15 |
|218    |DECEIVER BETRAYED          |Drama      |NC-17 |0.99               |2006-02-15 |
|221    |DELIVERANCE MULHOLLAND     |Documentary|R     |0.99               |2006-02-15 |
|225    |DESTINATION JERK           |Drama      |PG-13 |0.99               |2006-02-15 |
|228    |DETECTIVE VISION           |Classics   |PG-13 |0.99               |2006-02-15 |
|241    |DONNIE ALLEY               |Animation  |NC-17 |0.99               |2006-02-15 |
|242    |DOOM DANCING               |Comedy     |R     |0.99               |2006-02-15 |
|245    |DOUBLE WRATH               |Animation  |R     |0.99               |2006-02-15 |
|247    |DOWNHILL ENOUGH            |Comedy     |G     |0.99               |2006-02-15 |
|249    |DRACULA CRYSTAL            |Classics   |G     |0.99               |2006-02-15 |
|250    |DRAGON SQUAD               |Action     |NC-17 |0.99               |2006-02-15 |
|257    |DRUMLINE CYCLONE           |Travel     |G     |0.99               |2006-02-15 |
|261    |DUFFEL APOCALYPSE          |Documentary|G     |0.99               |2006-02-15 |
|262    |DUMBO LUST                 |Family     |NC-17 |0.99               |2006-02-15 |
|266    |DYNAMITE TARZAN            |Classics   |PG-13 |0.99               |2006-02-15 |
|269    |EARRING INSTINCT           |Family     |R     |0.99               |2006-02-15 |
|270    |EARTH VISION               |New        |NC-17 |0.99               |2006-02-15 |
|280    |EMPIRE MALKOVICH           |Children   |G     |0.99               |2006-02-15 |
|281    |ENCINO ELF                 |Games      |G     |0.99               |2006-02-15 |
|282    |ENCOUNTERS CURTAIN         |Drama      |NC-17 |0.99               |2006-02-15 |
|283    |ENDING CROWDS              |New        |NC-17 |0.99               |2006-02-15 |
|285    |ENGLISH BULWORTH           |Sci-Fi     |PG-13 |0.99               |2006-02-15 |
|287    |ENTRAPMENT SATISFACTION    |Action     |R     |0.99               |2006-02-15 |
|291    |EVOLUTION ALTER            |Sports     |PG-13 |0.99               |2006-02-15 |
|292    |EXCITEMENT EVE             |Action     |G     |0.99               |2006-02-15 |
|299    |FACTORY DRAGON             |Travel     |PG-13 |0.99               |2006-02-15 |
|301    |FAMILY SWEET               |Horror     |R     |0.99               |2006-02-15 |
|303    |FANTASY TROOPERS           |Action     |PG-13 |0.99               |2006-02-15 |
|306    |FEATHERS METAL             |Games      |PG-13 |0.99               |2006-02-15 |
|309    |FEUD FROGMEN               |Family     |R     |0.99               |2006-02-15 |
|314    |FIGHT JAWBREAKER           |Animation  |R     |0.99               |2006-02-15 |
|315    |FINDING ANACONDA           |Family     |R     |0.99               |2006-02-15 |
|318    |FIREHOUSE VIETNAM          |Action     |G     |0.99               |2006-02-15 |
|332    |FRANKENSTEIN STRANGER      |Comedy     |NC-17 |0.99               |2006-02-15 |
|335    |FREEDOM CLEOPATRA          |Comedy     |PG-13 |0.99               |2006-02-15 |
|339    |FROGMEN BREAKING           |Travel     |R     |0.99               |2006-02-15 |
|344    |FURY MURDER                |Children   |PG-13 |0.99               |2006-02-15 |
|348    |GANDHI KWAI                |Family     |PG-13 |0.99               |2006-02-15 |
|352    |GATHERING CALENDAR         |Games      |PG-13 |0.99               |2006-02-15 |
|355    |GHOSTBUSTERS ELF           |Animation  |R     |0.99               |2006-02-15 |
|357    |GILBERT PELICAN            |Classics   |G     |0.99               |2006-02-15 |
|358    |GILMORE BOILED             |Classics   |R     |0.99               |2006-02-15 |
|360    |GLASS DYING                |Action     |G     |0.99               |2006-02-15 |
|363    |GO PURPLE                  |Music      |R     |0.99               |2006-02-15 |
|366    |GOLDFINGER SENSIBILITY     |Drama      |G     |0.99               |2006-02-15 |
|367    |GOLDMINE TYCOON            |Sci-Fi     |R     |0.99               |2006-02-15 |
|376    |GRAPES FURY                |Foreign    |G     |0.99               |2006-02-15 |
|377    |GREASE YOUTH               |Family     |G     |0.99               |2006-02-15 |
|379    |GREEDY ROOTS               |Drama      |R     |0.99               |2006-02-15 |
|383    |GROOVE FICTION             |Sports     |NC-17 |0.99               |2006-02-15 |
|387    |GUN BONNIE                 |Games      |G     |0.99               |2006-02-15 |
|388    |GUNFIGHT MOON              |Comedy     |NC-17 |0.99               |2006-02-15 |
|395    |HANDICAP BOONDOCK          |Action     |R     |0.99               |2006-02-15 |
|401    |HAROLD FRENCH              |Drama      |NC-17 |0.99               |2006-02-15 |
|402    |HARPER DYING               |Animation  |G     |0.99               |2006-02-15 |
|406    |HAUNTING PIANIST           |Games      |R     |0.99               |2006-02-15 |
|407    |HAWK CHILL                 |Documentary|PG-13 |0.99               |2006-02-15 |
|416    |HIGHBALL POTTER            |Foreign    |R     |0.99               |2006-02-15 |
|417    |HILLS NEIGHBORS            |Action     |G     |0.99               |2006-02-15 |
|418    |HOBBIT ALIEN               |Drama      |PG-13 |0.99               |2006-02-15 |
|424    |HOLOCAUST HIGHBALL         |Children   |R     |0.99               |2006-02-15 |
|425    |HOLY TADPOLE               |Classics   |R     |0.99               |2006-02-15 |
|427    |HOMEWARD CIDER             |Documentary|R     |0.99               |2006-02-15 |
|429    |HONEY TIES                 |Sports     |R     |0.99               |2006-02-15 |
|430    |HOOK CHARIOTS              |Animation  |G     |0.99               |2006-02-15 |
|434    |HORROR REIGN               |Travel     |R     |0.99               |2006-02-15 |
|436    |HOURS RAGE                 |New        |NC-17 |0.99               |2006-02-15 |
|440    |HUNGER ROOF                |Foreign    |G     |0.99               |2006-02-15 |
|452    |ILLUSION AMELIE            |Foreign    |R     |0.99               |2006-02-15 |
|454    |IMPACT ALADDIN             |Music      |PG-13 |0.99               |2006-02-15 |
|457    |INDEPENDENCE HOTEL         |Documentary|NC-17 |0.99               |2006-02-15 |
|458    |INDIAN LOVE                |Family     |NC-17 |0.99               |2006-02-15 |
|461    |INSECTS STONE              |Animation  |NC-17 |0.99               |2006-02-15 |
|467    |INTRIGUE WORST             |Foreign    |G     |0.99               |2006-02-15 |
|475    |JAPANESE RUN               |Horror     |G     |0.99               |2006-02-15 |
|482    |JEOPARDY ENCINO            |Classics   |R     |0.99               |2006-02-15 |
|488    |JOON NORTHWEST             |Sports     |NC-17 |0.99               |2006-02-15 |
|489    |JUGGLER HARDLY             |Animation  |PG-13 |0.99               |2006-02-15 |
|491    |JUMPING WRATH              |Children   |NC-17 |0.99               |2006-02-15 |
|492    |JUNGLE CLOSER              |New        |NC-17 |0.99               |2006-02-15 |
|493    |KANE EXORCIST              |Foreign    |R     |0.99               |2006-02-15 |
|494    |KARATE MOON                |Horror     |PG-13 |0.99               |2006-02-15 |
|496    |KICK SAVANNAH              |Travel     |PG-13 |0.99               |2006-02-15 |
|497    |KILL BROTHERHOOD           |Documentary|G     |0.99               |2006-02-15 |
|504    |KWAI HOMEWARD              |Drama      |PG-13 |0.99               |2006-02-15 |
|507    |LADYBUGS ARMAGEDDON        |Games      |NC-17 |0.99               |2006-02-15 |
|509    |LANGUAGE COWBOY            |Children   |NC-17 |0.99               |2006-02-15 |
|511    |LAWRENCE LOVE              |Action     |NC-17 |0.99               |2006-02-15 |
|517    |LESSON CLEOPATRA           |Sports     |NC-17 |0.99               |2006-02-15 |
|523    |LIGHTS DEER                |Classics   |R     |0.99               |2006-02-15 |
|525    |LOATHING LEGALLY           |Classics   |R     |0.99               |2006-02-15 |
|531    |LOSE INCH                  |Foreign    |R     |0.99               |2006-02-15 |
|534    |LOUISIANA HARRY            |Family     |PG-13 |0.99               |2006-02-15 |
|535    |LOVE SUICIDES              |Horror     |R     |0.99               |2006-02-15 |
|538    |LOVERBOY ATTACKS           |New        |PG-13 |0.99               |2006-02-15 |
|545    |MADNESS ATTACKS            |Foreign    |PG-13 |0.99               |2006-02-15 |
|549    |MAGNOLIA FORRESTER         |Action     |PG-13 |0.99               |2006-02-15 |
|553    |MAKER GABLES               |Children   |PG-13 |0.99               |2006-02-15 |
|560    |MARS ROMAN                 |Games      |NC-17 |0.99               |2006-02-15 |
|562    |MASKED BUBBLE              |Music      |PG-13 |0.99               |2006-02-15 |
|566    |MAUDE MOD                  |Foreign    |R     |0.99               |2006-02-15 |
|574    |MIDNIGHT WESTWARD          |Action     |G     |0.99               |2006-02-15 |
|581    |MINORITY KISS              |Music      |G     |0.99               |2006-02-15 |
|585    |MOB DUFFEL                 |Drama      |G     |0.99               |2006-02-15 |
|593    |MONTEREY LABYRINTH         |Horror     |G     |0.99               |2006-02-15 |
|594    |MONTEZUMA COMMAND          |Action     |NC-17 |0.99               |2006-02-15 |
|598    |MOSQUITO ARMAGEDDON        |Sports     |G     |0.99               |2006-02-15 |
|599    |MOTHER OLEANDER            |Sports     |R     |0.99               |2006-02-15 |
|601    |MOULIN WAKE                |Travel     |PG-13 |0.99               |2006-02-15 |
|604    |MULAN MOON                 |Comedy     |G     |0.99               |2006-02-15 |
|606    |MUMMY CREATURES            |Sports     |NC-17 |0.99               |2006-02-15 |
|610    |MUSIC BOONDOCK             |Family     |R     |0.99               |2006-02-15 |
|613    |MYSTIC TRUMAN              |Comedy     |NC-17 |0.99               |2006-02-15 |
|617    |NATURAL STOCK              |Family     |PG-13 |0.99               |2006-02-15 |
|619    |NEIGHBORS CHARADE          |Sports     |R     |0.99               |2006-02-15 |
|622    |NEWSIES STORY              |Documentary|G     |0.99               |2006-02-15 |
|625    |NONE SPIKING               |Sci-Fi     |NC-17 |0.99               |2006-02-15 |
|629    |NOTORIOUS REUNION          |Documentary|NC-17 |0.99               |2006-02-15 |
|630    |NOTTING SPEAKEASY          |Drama      |PG-13 |0.99               |2006-02-15 |
|631    |NOVOCAINE FLIGHT           |Sports     |G     |0.99               |2006-02-15 |
|634    |ODDS BOOGIE                |Family     |NC-17 |0.99               |2006-02-15 |
|641    |ORANGE GRAPES              |Foreign    |PG-13 |0.99               |2006-02-15 |
|646    |OUTBREAK DIVINE            |Games      |NC-17 |0.99               |2006-02-15 |
|647    |OUTFIELD MASSACRE          |Music      |NC-17 |0.99               |2006-02-15 |
|650    |PACIFIC AMISTAD            |Documentary|G     |0.99               |2006-02-15 |
|651    |PACKER MADIGAN             |Animation  |PG-13 |0.99               |2006-02-15 |
|652    |PAJAMA JAWBREAKER          |Classics   |R     |0.99               |2006-02-15 |
|663    |PATIENT SISTER             |Classics   |NC-17 |0.99               |2006-02-15 |
|673    |PERSONAL LADYBUGS          |Music      |PG-13 |0.99               |2006-02-15 |
|677    |PIANIST OUTFIELD           |New        |NC-17 |0.99               |2006-02-15 |
|687    |POCUS PULP                 |Documentary|NC-17 |0.99               |2006-02-15 |
|696    |PRIDE ALAMO                |Animation  |NC-17 |0.99               |2006-02-15 |
|697    |PRIMARY GLASS              |Action     |G     |0.99               |2006-02-15 |
|712    |RAIDERS ANTITRUST          |Documentary|PG-13 |0.99               |2006-02-15 |
|717    |REAR TRADING               |Action     |NC-17 |0.99               |2006-02-15 |
|718    |REBEL AIRPORT              |Music      |G     |0.99               |2006-02-15 |
|722    |REEF SALUTE                |Horror     |NC-17 |0.99               |2006-02-15 |
|728    |REUNION WITCHES            |Drama      |R     |0.99               |2006-02-15 |
|730    |RIDGEMONT SUBMARINE        |New        |PG-13 |0.99               |2006-02-15 |
|732    |RINGS HEARTBREAKERS        |Action     |G     |0.99               |2006-02-15 |
|733    |RIVER OUTLAW               |Sports     |PG-13 |0.99               |2006-02-15 |
|736    |ROBBERY BRIGHT             |Family     |R     |0.99               |2006-02-15 |
|737    |ROCK INSTINCT              |Horror     |G     |0.99               |2006-02-15 |
|738    |ROCKETEER MOTHER           |Foreign    |PG-13 |0.99               |2006-02-15 |
|741    |ROMAN PUNK                 |Music      |NC-17 |0.99               |2006-02-15 |
|742    |ROOF CHAMPION              |Games      |R     |0.99               |2006-02-15 |
|744    |ROOTS REMEMBER             |Classics   |PG-13 |0.99               |2006-02-15 |
|746    |ROUGE SQUAD                |Games      |NC-17 |0.99               |2006-02-15 |
|747    |ROXANNE REBEL              |Games      |R     |0.99               |2006-02-15 |
|748    |RUGRATS SHAKESPEARE        |Action     |PG-13 |0.99               |2006-02-15 |
|750    |RUN PACIFIC                |New        |R     |0.99               |2006-02-15 |
|751    |RUNAWAY TENENBAUMS         |New        |NC-17 |0.99               |2006-02-15 |
|752    |RUNNER MADIGAN             |Music      |NC-17 |0.99               |2006-02-15 |
|762    |SASSY PACKER               |Games      |G     |0.99               |2006-02-15 |
|766    |SAVANNAH TOWN              |Drama      |PG-13 |0.99               |2006-02-15 |
|786    |SHEPHERD MIDSUMMER         |Children   |R     |0.99               |2006-02-15 |
|787    |SHINING ROSES              |Travel     |G     |0.99               |2006-02-15 |
|790    |SHOOTIST SUPERFLY          |Drama      |PG-13 |0.99               |2006-02-15 |
|794    |SIDE ARK                   |Action     |G     |0.99               |2006-02-15 |
|795    |SIEGE MADRE                |Family     |R     |0.99               |2006-02-15 |
|796    |SIERRA DIVIDE              |Sports     |NC-17 |0.99               |2006-02-15 |
|797    |SILENCE KANE               |Music      |R     |0.99               |2006-02-15 |
|799    |SIMON NORTH                |Horror     |NC-17 |0.99               |2006-02-15 |
|807    |SLEUTH ORIENT              |Games      |NC-17 |0.99               |2006-02-15 |
|808    |SLING LUKE                 |Classics   |R     |0.99               |2006-02-15 |
|809    |SLIPPER FIDELITY           |Sports     |PG-13 |0.99               |2006-02-15 |
|812    |SMOKING BARBARELLA         |Documentary|PG-13 |0.99               |2006-02-15 |
|813    |SMOOCHY CONTROL            |Sports     |R     |0.99               |2006-02-15 |
|816    |SNOWMAN ROLLERCOASTER      |Animation  |G     |0.99               |2006-02-15 |
|819    |SONG HEDWIG                |Music      |PG-13 |0.99               |2006-02-15 |
|821    |SORORITY QUEEN             |Foreign    |NC-17 |0.99               |2006-02-15 |
|822    |SOUP WISDOM                |Family     |R     |0.99               |2006-02-15 |
|830    |SPIRIT FLINTSTONES         |Horror     |R     |0.99               |2006-02-15 |
|831    |SPIRITED CASUALTIES        |Sci-Fi     |PG-13 |0.99               |2006-02-15 |
|833    |SPLENDOR PATTON            |Children   |R     |0.99               |2006-02-15 |
|834    |SPOILERS HELLFIGHTERS      |Documentary|G     |0.99               |2006-02-15 |
|839    |STALLION SUNDANCE          |Sci-Fi     |PG-13 |0.99               |2006-02-15 |
|840    |STAMPEDE DISTURBING        |Games      |R     |0.99               |2006-02-15 |
|848    |STONE FIRE                 |Travel     |G     |0.99               |2006-02-15 |
|849    |STORM HAPPINESS            |Animation  |NC-17 |0.99               |2006-02-15 |
|850    |STORY SIDE                 |Action     |R     |0.99               |2006-02-15 |
|851    |STRAIGHT HOURS             |Sports     |R     |0.99               |2006-02-15 |
|852    |STRANGELOVE DESIRE         |Children   |NC-17 |0.99               |2006-02-15 |
|855    |STREAK RIDGEMONT           |Documentary|PG-13 |0.99               |2006-02-15 |
|862    |SUMMER SCARFACE            |Classics   |G     |0.99               |2006-02-15 |
|863    |SUN CONFESSIONS            |Sci-Fi     |R     |0.99               |2006-02-15 |
|864    |SUNDANCE INVASION          |Children   |NC-17 |0.99               |2006-02-15 |
|866    |SUNSET RACER               |Family     |NC-17 |0.99               |2006-02-15 |
|870    |SWARM GOLD                 |Horror     |PG-13 |0.99               |2006-02-15 |
|873    |SWEETHEARTS SUSPECTS       |Children   |G     |0.99               |2006-02-15 |
|877    |TAXI KICK                  |Music      |PG-13 |0.99               |2006-02-15 |
|882    |TENENBAUMS COMMAND         |Drama      |PG-13 |0.99               |2006-02-15 |
|885    |TEXAS WATCH                |Horror     |NC-17 |0.99               |2006-02-15 |
|886    |THEORY MERMAID             |Animation  |PG-13 |0.99               |2006-02-15 |
|890    |TIGHTS DAWN                |Sports     |R     |0.99               |2006-02-15 |
|891    |TIMBERLAND SKY             |Classics   |G     |0.99               |2006-02-15 |
|899    |TOWERS HURRICANE           |Classics   |NC-17 |0.99               |2006-02-15 |
|901    |TRACY CIDER                |Animation  |G     |0.99               |2006-02-15 |
|907    |TRANSLATION SUMMER         |Drama      |PG-13 |0.99               |2006-02-15 |
|909    |TREASURE COMMAND           |Horror     |PG-13 |0.99               |2006-02-15 |
|913    |TROOPERS METAL             |New        |R     |0.99               |2006-02-15 |
|920    |UNBREAKABLE KARATE         |New        |G     |0.99               |2006-02-15 |
|925    |UNITED PILOT               |Documentary|R     |0.99               |2006-02-15 |
|931    |VALENTINE VANISHING        |Travel     |PG-13 |0.99               |2006-02-15 |
|932    |VALLEY PACKER              |Comedy     |G     |0.99               |2006-02-15 |
|935    |VANISHED GARDEN            |New        |R     |0.99               |2006-02-15 |
|940    |VICTORY ACADEMY            |Sports     |PG-13 |0.99               |2006-02-15 |
|942    |VIETNAM SMOOCHY            |Drama      |PG-13 |0.99               |2006-02-15 |
|945    |VIRGINIAN PLUTO            |Documentary|R     |0.99               |2006-02-15 |
|947    |VISION TORQUE              |Foreign    |PG-13 |0.99               |2006-02-15 |
|948    |VOICE PEACH                |New        |PG-13 |0.99               |2006-02-15 |
|949    |VOLCANO TEXAS              |Games      |NC-17 |0.99               |2006-02-15 |
|951    |VOYAGE LEGALLY             |Classics   |PG-13 |0.99               |2006-02-15 |
|953    |WAIT CIDER                 |Animation  |PG-13 |0.99               |2006-02-15 |
|965    |WATERSHIP FRONTIER         |Horror     |G     |0.99               |2006-02-15 |
|970    |WESTWARD SEABISCUIT        |Classics   |NC-17 |0.99               |2006-02-15 |
|974    |WILD APOLLO                |New        |R     |0.99               |2006-02-15 |
|976    |WIND PHANTOM               |Games      |R     |0.99               |2006-02-15 |
|978    |WISDOM WORKER              |Comedy     |R     |0.99               |2006-02-15 |
|981    |WOLVES DESIRE              |Travel     |NC-17 |0.99               |2006-02-15 |
|982    |WOMEN DORADO               |Action     |R     |0.99               |2006-02-15 |
|990    |WORLD LEATHERNECKS         |Horror     |PG-13 |0.99               |2006-02-15 |
|992    |WRATH MILE                 |Documentary|NC-17 |0.99               |2006-02-15 |
|996    |YOUNG LANGUAGE             |Documentary|G     |0.99               |2006-02-15 |
|997    |YOUTH KICK                 |Music      |NC-17 |0.99               |2006-02-15 |
|998    |ZHIVAGO CORE               |Horror     |NC-17 |0.99               |2006-02-15 |
